country_name,country_3_letter_code,year,medal_count,gold_count,silver_count,bronze_count,game_location,game_season,GDP,population,region,area_sqkm,coastline_coast_area_ratio,GDP_per_capita,host_country_status
Japan,JPN,1976,25,9,6,10,Canada,Summer,586161859001.0,112775000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,5197.622336519618,0
Mexico,MEX,1976,2,1,0,1,Canada,Summer,88876787991.0,60452543.0,LATIN AMER. & CARIB    ,1972550,0.47,1470.1910553374073,0
Netherlands,NED,1976,5,0,2,3,Canada,Summer,109168720620.0,13774037.0,WESTERN EUROPE                     ,41526,1.09,7925.688062258,0
New Zealand,NZL,1976,4,2,1,1,Canada,Summer,13604832424.0,3110500.0,OCEANIA                            ,268680,5.63,4373.8409979103035,0
Norway,NOR,1976,2,1,1,0,Canada,Summer,35942160909.0,4026152.0,WESTERN EUROPE                     ,323802,7.77,8927.174361275978,0
Pakistan,PAK,1976,1,0,0,1,Canada,Summer,13168080808.0,70230923.0,ASIA (EX. NEAR EAST)         ,803940,0.13,187.49690656920455,0
Portugal,POR,1976,2,0,2,0,Canada,Summer,20332831565.0,9355810.0,WESTERN EUROPE                     ,92391,1.94,2173.2839342611705,0
Puerto Rico,PUR,1976,1,0,0,1,Canada,Summer,8968600000.0,3043854.0,LATIN AMER. & CARIB    ,13790,3.63,2946.46195251152,0
"Korea, Rep.",KOR,1976,6,1,1,4,Canada,Summer,29902479339.0,35848523.0,ASIA (EX. NEAR EAST)         ,98480,2.45,834.1342079560711,0
Spain,ESP,1976,2,0,2,0,Canada,Summer,118507184780.0,36137812.0,WESTERN EUROPE                     ,504782,0.98,3279.31267061769,0
Sweden,SWE,1976,5,4,1,0,Canada,Summer,89362242654.0,8222286.0,WESTERN EUROPE                     ,449964,0.72,10868.296560591543,0
Thailand,THA,1976,1,0,0,1,Canada,Summer,16985208712.0,41882128.0,ASIA (EX. NEAR EAST)         ,514000,0.63,405.5478917403624,0
Trinidad and Tobago,TTO,1976,1,1,0,0,Canada,Summer,2500424512.0,1067696.0,LATIN AMER. & CARIB    ,5128,7.06,2341.888058024007,0
United States,USA,1976,94,34,35,25,Canada,Summer,1873412000000.0,218035000.0,NORTHERN AMERICA                   ,9631420,0.21,8592.253537276125,0
"Venezuela, RB",VEN,1976,1,0,1,0,Canada,Summer,31419534884.0,13566112.0,LATIN AMER. & CARIB    ,912050,0.31,2316.030922050474,0
Australia,AUS,1980,9,2,2,5,USSR,Summer,149984401114.0,14692000.0,OCEANIA                            ,7686850,0.34,10208.576171658045,0
Austria,AUT,1980,4,1,2,1,USSR,Summer,82058912997.0,7549433.0,WESTERN EUROPE                     ,83870,0.0,10869.546494021472,0
Belgium,BEL,1980,1,1,0,0,USSR,Summer,126829314388.0,9859242.0,WESTERN EUROPE                     ,30528,0.22,12864.002566120194,0
Brazil,BRA,1980,4,2,0,2,USSR,Summer,237393489893.0,122288383.0,LATIN AMER. & CARIB    ,8511965,0.09,1941.2595380625812,0
Bulgaria,BUL,1980,41,8,16,17,USSR,Summer,19839230769.0,8861535.0,EASTERN EUROPE                     ,110910,0.32,2238.8029578396972,0
Cuba,CUB,1980,20,8,7,5,USSR,Summer,19912889861.0,9809107.0,LATIN AMER. & CARIB    ,110860,3.37,2030.0410486907729,0
Denmark,DEN,1980,5,2,1,2,USSR,Summer,71127002865.0,5123027.0,WESTERN EUROPE                     ,43094,16.97,13883.784501818944,0
Finland,FIN,1980,8,3,1,4,USSR,Summer,53645202423.0,4779535.0,WESTERN EUROPE                     ,338145,0.37,11223.937563591437,0
France,FRA,1980,14,6,5,3,USSR,Summer,701288419745.0,55052582.0,WESTERN EUROPE                     ,547030,0.63,12738.520052429149,0
Germany,GDR,1980,126,47,37,42,USSR,Summer,950290856467.0,78288576.0,WESTERN EUROPE                     ,357021,0.67,12138.308103432613,0
United Kingdom,GBR,1980,21,5,7,9,USSR,Summer,564954276868.0,56314216.0,WESTERN EUROPE                     ,244820,5.08,10032.178675238949,0
Greece,GRE,1980,3,1,0,2,USSR,Summer,56829664269.0,9642505.0,WESTERN EUROPE                     ,131940,10.37,5893.661892734305,0
Guyana,GUY,1980,1,0,0,1,USSR,Summer,603200000.0,778176.0,LATIN AMER. & CARIB    ,214970,0.21,775.1459823998684,0
India,IND,1980,1,1,0,0,USSR,Summer,186325345087.0,696828385.0,ASIA (EX. NEAR EAST)         ,3287590,0.21,267.39057865302084,0
Ireland,IRL,1980,2,0,1,1,USSR,Summer,21747855640.0,3412800.0,WESTERN EUROPE                     ,70280,2.06,6372.437775433662,0
Italy,ITA,1980,15,8,3,4,USSR,Summer,477256775944.0,56433883.0,WESTERN EUROPE                     ,301230,2.52,8456.918974439523,0
Jamaica,JAM,1980,3,0,0,3,USSR,Summer,2679379373.0,2135546.0,LATIN AMER. & CARIB    ,10991,9.3,1254.657765742344,0
Mexico,MEX,1980,4,0,1,3,USSR,Summer,205576980832.0,67705186.0,LATIN AMER. & CARIB    ,1972550,0.47,3036.355011741641,0
Netherlands,NED,1980,3,0,1,2,USSR,Summer,195152092662.0,14149800.0,WESTERN EUROPE                     ,41526,1.09,13791.862263918925,0
Spain,ESP,1980,6,1,3,2,USSR,Summer,232766822929.0,37491165.0,WESTERN EUROPE                     ,504782,0.98,6208.578019087964,0
Sweden,SWE,1980,12,3,3,6,USSR,Summer,142092908186.0,8310531.0,WESTERN EUROPE                     ,449964,0.72,17097.93371638948,0
Switzerland,SUI,1980,2,2,0,0,USSR,Summer,122557234458.0,6319408.0,WESTERN EUROPE                     ,41290,0.0,19393.78411047364,0
Uganda,UGA,1980,1,0,1,0,USSR,Summer,1244610000.0,13284026.0,SUB-SAHARAN AFRICA                 ,236040,0.0,93.6922285457737,0
"Venezuela, RB",VEN,1980,1,0,1,0,USSR,Summer,59116511628.0,15210443.0,LATIN AMER. & CARIB    ,912050,0.31,3886.573956327242,0
Zimbabwe,ZIM,1980,1,1,0,0,USSR,Summer,6678868200.0,7049926.0,SUB-SAHARAN AFRICA                 ,390580,0.0,947.3671354848263,0
Argentina,ARG,1972,1,0,1,0,Federal Republic of Germany,Summer,34733000536.0,24612794.0,LATIN AMER. & CARIB    ,2766890,0.18,1411.1766642990633,0
Australia,AUS,1972,17,8,7,2,Federal Republic of Germany,Summer,52042056075.0,13177000.0,OCEANIA                            ,7686850,0.34,3949.461643393792,0
Austria,AUT,1972,3,0,1,2,Federal Republic of Germany,Summer,22059612477.0,7544201.0,WESTERN EUROPE                     ,83870,0.0,2924.04887899991,0
Belgium,BEL,1972,2,0,2,0,Federal Republic of Germany,Summer,37209418019.0,9711115.0,WESTERN EUROPE                     ,30528,0.22,3831.6319000444337,0
Brazil,BRA,1972,2,0,0,2,Federal Republic of Germany,Summer,58434858375.0,101194394.0,LATIN AMER. & CARIB    ,8511965,0.09,577.4515372363413,0
Canada,CAN,1972,5,0,2,3,Federal Republic of Germany,Summer,113463848874.0,22218463.0,NORTHERN AMERICA                   ,9984670,2.02,5106.737080508225,0
Colombia,COL,1972,3,0,1,2,Federal Republic of Germany,Summer,8671358733.0,21898055.0,LATIN AMER. & CARIB    ,1138910,0.28,395.98762232536177,0
Cuba,CUB,1972,8,3,1,4,Federal Republic of Germany,Summer,8135150892.0,9169289.0,LATIN AMER. & CARIB    ,110860,3.37,887.2171977565545,0
Denmark,DEN,1972,1,1,0,0,Federal Republic of Germany,Summer,23232407815.0,4991596.0,WESTERN EUROPE                     ,43094,16.97,4654.304518033911,0
Germany,FRG,1972,40,13,11,16,Federal Republic of Germany,Summer,299801542047.0,78688452.0,WESTERN EUROPE                     ,357021,0.67,3809.981444888508,0
Finland,FIN,1972,8,3,1,4,Federal Republic of Germany,Summer,14743186120.0,4639657.0,WESTERN EUROPE                     ,338145,0.37,3177.6457009645324,0
France,FRA,1972,13,2,4,7,Federal Republic of Germany,Summer,203494148244.0,52637888.0,WESTERN EUROPE                     ,547030,0.63,3865.9254004264003,0
Germany,GDR,1972,66,20,23,23,Federal Republic of Germany,Summer,299801542047.0,78688452.0,WESTERN EUROPE                     ,357021,0.67,3809.981444888508,0
Ghana,GHA,1972,1,0,0,1,Federal Republic of Germany,Summer,2112293280.0,9365952.0,SUB-SAHARAN AFRICA                 ,239460,0.23,225.5289456960702,0
United Kingdom,GBR,1972,18,4,5,9,Federal Republic of Germany,Summer,169969084028.0,56086065.0,WESTERN EUROPE                     ,244820,5.08,3030.5047078628177,0
Greece,GRE,1972,2,0,2,0,Federal Republic of Germany,Summer,16885511364.0,8888628.0,WESTERN EUROPE                     ,131940,10.37,1899.6757839342586,0
India,IND,1972,1,0,0,1,Federal Republic of Germany,Summer,71463193831.0,582837973.0,ASIA (EX. NEAR EAST)         ,3287590,0.21,122.61245344595967,0
"Iran, Islamic Rep.",IRI,1972,3,0,2,1,Federal Republic of Germany,Summer,17153463263.0,30111574.0,ASIA (EX. NEAR EAST)         ,1648000,0.15,569.6634544245346,0
Italy,ITA,1972,18,5,3,10,Federal Republic of Germany,Summer,145260039841.0,54381345.0,WESTERN EUROPE                     ,301230,2.52,2671.1373144779704,0
Jamaica,JAM,1972,1,0,0,1,Federal Republic of Germany,Summer,1875146587.0,1915299.0,LATIN AMER. & CARIB    ,10991,9.3,979.0359557437246,0
Japan,JPN,1972,29,13,8,8,Federal Republic of Germany,Summer,318031297493.0,107188000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,2967.0419962402507,0
Kenya,KEN,1972,9,2,3,4,Federal Republic of Germany,Summer,2107279157.0,12322903.0,SUB-SAHARAN AFRICA                 ,582650,0.09,171.00509165737975,0
Mexico,MEX,1972,1,0,1,0,Federal Republic of Germany,Summer,45199916695.0,53543436.0,LATIN AMER. & CARIB    ,1972550,0.47,844.1728822744958,0
Netherlands,NED,1972,5,3,1,1,Federal Republic of Germany,Summer,54706557264.0,13328593.0,WESTERN EUROPE                     ,41526,1.09,4104.451029752353,0
New Zealand,NZL,1972,3,1,1,1,Federal Republic of Germany,Summer,9567202751.0,2903900.0,OCEANIA                            ,268680,5.63,3294.6047560177694,0
Niger,NIG,1972,1,0,0,1,Federal Republic of Germany,Summer,742779659.5,4926318.0,SUB-SAHARAN AFRICA                 ,1267000,0.0,150.77785467767205,0
Nigeria,NGR,1972,1,0,0,1,Federal Republic of Germany,Summer,12274416018.0,58173834.0,SUB-SAHARAN AFRICA                 ,923768,0.09,210.99547982345464,0
Norway,NOR,1972,4,2,1,1,Federal Republic of Germany,Summer,17358481291.0,3933004.0,WESTERN EUROPE                     ,323802,7.77,4413.542750274345,0
Pakistan,PAK,1972,1,0,1,0,Federal Republic of Germany,Summer,9415016360.0,62509565.0,ASIA (EX. NEAR EAST)         ,803940,0.13,150.61721130198234,0
"Korea, Rep.",KOR,1972,1,0,1,0,Federal Republic of Germany,Summer,10862327878.0,33505406.0,ASIA (EX. NEAR EAST)         ,98480,2.45,324.1962768038089,0
Spain,ESP,1972,1,0,0,1,Federal Republic of Germany,Summer,59132415221.0,34604469.0,WESTERN EUROPE                     ,504782,0.98,1708.8086287641056,0
Sweden,SWE,1972,16,4,6,6,Federal Republic of Germany,Summer,48953974498.0,8122300.0,WESTERN EUROPE                     ,449964,0.72,6027.1074077539615,0
Tunisia,TUN,1972,1,0,1,0,Federal Republic of Germany,Summer,2237554587.0,5320148.0,NORTHERN AFRICA                    ,163610,0.7,420.5812671000882,0
Turkiye,TUR,1972,1,0,1,0,Federal Republic of Germany,Summer,20431095406.0,37188035.0,NEAR EAST                          ,780580,0.92,549.3997035874577,0
Uganda,UGA,1972,2,1,1,0,Federal Republic of Germany,Summer,1490970267.0,10885563.0,SUB-SAHARAN AFRICA                 ,236040,0.0,136.96767608620704,0
United States,USA,1972,94,33,31,30,Federal Republic of Germany,Summer,1279110000000.0,209896000.0,NORTHERN AMERICA                   ,9631420,0.21,6094.017989861646,0
Australia,AUS,1998,1,0,0,1,Japan,Winter,399660855999.0,18607584.0,OCEANIA                            ,7686850,0.34,21478.38515731005,0
Austria,AUT,1998,17,3,5,9,Japan,Winter,218259904402.0,7976789.0,WESTERN EUROPE                     ,83870,0.0,27361.875110649158,0
Belarus,BLR,1998,2,0,0,2,Japan,Winter,15222012660.0,10071963.0,C.W. OF IND. STATES ,207600,0.0,1511.3253156311237,0
Belgium,BEL,1998,1,0,0,1,Japan,Winter,258528339631.0,10203008.0,WESTERN EUROPE                     ,30528,0.22,25338.443293487566,0
Bulgaria,BUL,1998,1,1,0,0,Japan,Winter,15031052201.0,8256786.0,EASTERN EUROPE                     ,110910,0.32,1820.448319842612,0
Canada,CAN,1998,15,6,5,4,Japan,Winter,633997734247.0,30155173.0,NORTHERN AMERICA                   ,9984670,2.02,21024.509932242803,0
Czechia,CZE,1998,3,1,1,1,Japan,Winter,66807498696.0,10294373.0,EASTERN EUROPE                     ,78866,0.0,6489.710319997148,0
Denmark,DEN,1998,1,0,1,0,Japan,Winter,176991230634.0,5304219.0,WESTERN EUROPE                     ,43094,16.97,33368.00962290584,0
Finland,FIN,1998,12,2,4,6,Japan,Winter,134038718291.0,5153498.0,WESTERN EUROPE                     ,338145,0.37,26009.269488607544,0
France,FRA,1998,8,2,1,5,Japan,Winter,1503108739159.0,60192790.0,WESTERN EUROPE                     ,547030,0.63,24971.574488555856,0
Germany,GER,1998,29,12,9,8,Japan,Winter,2238990774703.0,82047195.0,WESTERN EUROPE                     ,357021,0.67,27289.059360323045,0
United Kingdom,GBR,1998,1,0,0,1,Japan,Winter,1654996607708.0,58487141.0,WESTERN EUROPE                     ,244820,5.08,28296.76026920174,0
Italy,ITA,1998,10,2,6,2,Japan,Winter,1270052525928.0,56906744.0,WESTERN EUROPE                     ,301230,2.52,22318.137300703762,0
Japan,JPN,1998,10,5,1,4,Japan,Winter,4098362688659.0,126400000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,32423.75544825158,1
Kazakhstan,KAZ,1998,2,0,0,2,Japan,Winter,22135245413.0,15071640.0,C.W. OF IND. STATES ,2717300,0.0,1468.668665984591,0
Netherlands,NED,1998,11,5,4,2,Japan,Winter,438008220395.0,15707209.0,WESTERN EUROPE                     ,41526,1.09,27885.80838231668,0
Norway,NOR,1998,25,10,10,5,Japan,Winter,154230346261.0,4431464.0,WESTERN EUROPE                     ,323802,7.77,34803.474937627834,0
China,CHN,1998,8,0,6,2,Japan,Winter,1029060706188.0,1241935000.0,ASIA (EX. NEAR EAST)         ,9596960,0.15,828.5946576817628,0
"Korea, Rep.",KOR,1998,6,3,1,2,Japan,Winter,383330931042.0,46286503.0,ASIA (EX. NEAR EAST)         ,98480,2.45,8281.699981569142,0
Russian Federation,RUS,1998,18,9,6,3,Japan,Winter,270955486862.0,147670784.0,C.W. OF IND. STATES ,17075200,0.22,1834.861842827353,0
Sweden,SWE,1998,3,0,2,1,Japan,Winter,270810151170.0,8850974.0,WESTERN EUROPE                     ,449964,0.72,30596.649721262314,0
Switzerland,SUI,1998,7,2,2,3,Japan,Winter,303456228792.0,7110001.0,WESTERN EUROPE                     ,41290,0.0,42680.1949524339,0
Ukraine,UKR,1998,1,0,1,0,Japan,Winter,41882529045.0,50144500.0,C.W. OF IND. STATES ,603700,0.46,835.2367467020312,0
United States,USA,1998,13,6,3,4,Japan,Winter,9062818202000.0,275854000.0,NORTHERN AMERICA                   ,9631420,0.21,32853.676952300855,0
Australia,AUS,2018,3,0,2,1,Republic of Korea,Winter,1428266513154.0,24963258.0,OCEANIA                            ,7686850,0.34,57214.74789684904,0
Austria,AUT,2018,14,5,3,6,Republic of Korea,Winter,454991174096.0,8840521.0,WESTERN EUROPE                     ,83870,0.0,51466.55656335186,0
Belarus,BLR,2018,3,2,1,0,Republic of Korea,Winter,60031163987.0,9438785.0,C.W. OF IND. STATES ,207600,0.0,6360.0520604081985,0
Belgium,BEL,2018,1,0,1,0,Republic of Korea,Winter,543299066999.0,11427054.0,WESTERN EUROPE                     ,30528,0.22,47544.98114728433,0
Canada,CAN,2018,29,11,8,10,Republic of Korea,Winter,1725297938436.0,37065084.0,NORTHERN AMERICA                   ,9984670,2.02,46547.79518201011,0
Czechia,CZE,2018,7,2,2,3,Republic of Korea,Winter,249000540729.0,10629928.0,EASTERN EUROPE                     ,78866,0.0,23424.480460168685,0
Finland,FIN,2018,6,1,1,4,Republic of Korea,Winter,275708001768.0,5515525.0,WESTERN EUROPE                     ,338145,0.37,49987.62615852525,0
France,FRA,2018,15,5,4,6,Republic of Korea,Winter,2790956878747.0,67158348.0,WESTERN EUROPE                     ,547030,0.63,41557.8548588926,0
Germany,GER,2018,31,14,10,7,Republic of Korea,Winter,3974443355020.0,82905782.0,WESTERN EUROPE                     ,357021,0.67,47939.2782884552,0
United Kingdom,GBR,2018,5,1,0,4,Republic of Korea,Winter,2878152147316.0,66460344.0,WESTERN EUROPE                     ,244820,5.08,43306.30830493444,0
Hungary,HUN,2018,1,1,0,0,Republic of Korea,Winter,160565642984.0,9775564.0,EASTERN EUROPE                     ,93030,0.0,16425.205030011566,0
Italy,ITA,2018,10,3,2,5,Republic of Korea,Winter,2091932426267.0,60421760.0,WESTERN EUROPE                     ,301230,2.52,34622.16966647446,0
Japan,JPN,2018,13,4,5,4,Republic of Korea,Winter,5040880939325.0,126811000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,39751.13309827223,0
Kazakhstan,KAZ,2018,1,0,0,1,Republic of Korea,Winter,179339977517.0,18276452.0,C.W. OF IND. STATES ,2717300,0.0,9812.625421881665,0
Latvia,LAT,2018,1,0,0,1,Republic of Korea,Winter,34429023435.0,1927174.0,BALTICS                            ,64589,0.82,17865.03109475325,0
Liechtenstein,LIE,2018,1,0,0,1,Republic of Korea,Winter,6692618411.0,38181.0,WESTERN EUROPE                     ,160,0.0,175286.61928707996,0
Netherlands,NED,2018,20,8,6,6,Republic of Korea,Winter,914043438180.0,17231624.0,WESTERN EUROPE                     ,41526,1.09,53044.532435248126,0
New Zealand,NZL,2018,2,0,0,2,Republic of Korea,Winter,211886686924.0,4900600.0,OCEANIA                            ,268680,5.63,43236.886692241766,0
Norway,NOR,2018,39,14,14,11,Republic of Korea,Winter,439788625884.0,5311916.0,WESTERN EUROPE                     ,323802,7.77,82792.84271136818,0
Russian Federation,OAR,2018,17,2,6,9,Republic of Korea,Winter,1657328764646.0,144477859.0,C.W. OF IND. STATES ,17075200,0.22,11471.160883177263,0
China,CHN,2018,9,1,6,2,Republic of Korea,Winter,13894907485399.0,1402760000.0,ASIA (EX. NEAR EAST)         ,9596960,0.15,9905.40611751048,0
Poland,POL,2018,2,1,0,1,Republic of Korea,Winter,588779850763.0,37974750.0,EASTERN EUROPE                     ,312685,0.16,15504.508937201694,0
"Korea, Rep.",KOR,2018,17,5,8,4,Republic of Korea,Winter,1724845615629.0,51585058.0,ASIA (EX. NEAR EAST)         ,98480,2.45,33436.92306460138,0
Slovak Republic,SVK,2018,3,1,2,0,Republic of Korea,Winter,106137924016.0,5446771.0,EASTERN EUROPE                     ,48845,0.0,19486.393684625258,0
Slovenia,SLO,2018,2,0,1,1,Republic of Korea,Winter,54177882426.0,2073894.0,EASTERN EUROPE                     ,20273,0.23,26123.747127866707,0
Spain,ESP,2018,2,0,0,2,Republic of Korea,Winter,1421702715218.0,46797754.0,WESTERN EUROPE                     ,504782,0.98,30379.721112641433,0
Sweden,SWE,2018,14,7,6,1,Republic of Korea,Winter,555455371487.0,10175214.0,WESTERN EUROPE                     ,449964,0.72,54589.06038605183,0
Switzerland,SUI,2018,15,5,6,4,Republic of Korea,Winter,725562534364.0,8514329.0,WESTERN EUROPE                     ,41290,0.0,85216.6429514293,0
Ukraine,UKR,2018,1,1,0,0,Republic of Korea,Winter,130891086690.0,44622518.0,C.W. OF IND. STATES ,603700,0.46,2933.2967424653175,0
United States,USA,2018,23,9,8,6,Republic of Korea,Winter,20533057312000.0,326838199.0,NORTHERN AMERICA                   ,9631420,0.21,62823.30943819697,0
Algeria,ALG,2016,2,0,2,0,Brazil,Summer,160034212613.0,40339329.0,NORTHERN AFRICA                    ,2381740,0.04,3967.200659510226,0
Argentina,ARG,2016,4,3,1,0,Brazil,Summer,557532317363.0,43590368.0,LATIN AMER. & CARIB    ,2766890,0.18,12790.264063909715,0
Armenia,ARM,2016,4,1,3,0,Brazil,Summer,10546136240.0,2865835.0,C.W. OF IND. STATES ,29800,0.0,3679.952348966357,0
Australia,AUS,2016,29,8,11,10,Brazil,Summer,1206562910557.0,24190907.0,OCEANIA                            ,7686850,0.34,49876.71237614199,0
Austria,AUT,2016,1,0,0,1,Brazil,Summer,395837353032.0,8736668.0,WESTERN EUROPE                     ,83870,0.0,45307.587862100285,0
Azerbaijan,AZE,2016,18,1,7,10,Brazil,Summer,37867007023.0,9757812.0,C.W. OF IND. STATES ,86600,0.0,3880.6862668598246,0
"Bahamas, The",BAH,2016,2,1,0,1,Brazil,Summer,11750800000.0,395976.0,LATIN AMER. & CARIB    ,13940,25.41,29675.535891064104,0
Bahrain,BRN,2016,2,1,1,0,Brazil,Summer,32234973404.0,1409661.0,NEAR EAST                          ,665,24.21,22867.18111943226,0
Belarus,BLR,2016,9,1,4,4,Brazil,Summer,47723549319.0,9469379.0,C.W. OF IND. STATES ,207600,0.0,5039.776031670081,0
Belgium,BEL,2016,6,2,2,2,Brazil,Summer,476062757357.0,11331422.0,WESTERN EUROPE                     ,30528,0.22,42012.62271910798,0
Brazil,BRA,2016,19,7,6,6,Brazil,Summer,1795693265824.0,206859578.0,LATIN AMER. & CARIB    ,8511965,0.09,8680.735420546976,1
Bulgaria,BUL,2016,3,0,1,2,Brazil,Summer,53987487124.0,7127822.0,EASTERN EUROPE                     ,110910,0.32,7574.191264035494,0
Burundi,BDI,2016,1,0,1,0,Brazil,Summer,2644487777.0,10903327.0,SUB-SAHARAN AFRICA                 ,27830,0.0,242.5395273387655,0
Canada,CAN,2016,22,4,3,15,Brazil,Summer,1527994741907.0,36109487.0,NORTHERN AMERICA                   ,9984670,2.02,42315.603705668815,0
Colombia,COL,2016,8,3,2,3,Brazil,Summer,282720100286.0,47625955.0,LATIN AMER. & CARIB    ,1138910,0.28,5936.261021663503,0
Croatia,CRO,2016,10,5,3,2,Brazil,Summer,52391038979.0,4174349.0,EASTERN EUROPE                     ,56542,10.32,12550.7088599923,0
Cuba,CUB,2016,11,5,2,4,Brazil,Summer,91370000000.0,11342012.0,LATIN AMER. & CARIB    ,110860,3.37,8055.889907363879,0
Czechia,CZE,2016,10,1,2,7,Brazil,Summer,196272068576.0,10566332.0,EASTERN EUROPE                     ,78866,0.0,18575.232027159473,0
Denmark,DEN,2016,15,2,6,7,Brazil,Summer,313115929314.0,5728010.0,WESTERN EUROPE                     ,43094,16.97,54663.99837186038,0
Dominican Republic,DOM,2016,1,0,0,1,Brazil,Summer,75704647977.0,10527592.0,LATIN AMER. & CARIB    ,48730,2.64,7191.069712523054,0
"Egypt, Arab Rep.",EGY,2016,3,0,0,3,Brazil,Summer,332441717791.0,99784030.0,NORTHERN AFRICA                    ,1001450,0.24,3331.612461342762,0
Estonia,EST,2016,1,0,0,1,Brazil,Summer,24072829277.0,1315790.0,BALTICS                            ,45226,8.39,18295.342932382828,0
Ethiopia,ETH,2016,8,1,2,5,Brazil,Summer,74296745599.0,105293228.0,SUB-SAHARAN AFRICA                 ,1127127,0.0,705.6175122582432,0
Fiji,FIJ,2016,1,1,0,0,Brazil,Summer,4930213788.0,918371.0,OCEANIA                            ,18270,6.18,5368.433659163889,0
Finland,FIN,2016,1,0,0,1,Brazil,Summer,240771351299.0,5495303.0,WESTERN EUROPE                     ,338145,0.37,43814.0265057268,0
France,FRA,2016,42,10,18,14,Brazil,Summer,2472964344587.0,66724104.0,WESTERN EUROPE                     ,547030,0.63,37062.53357238038,0
Georgia,GEO,2016,7,2,1,4,Brazil,Summer,15141598623.0,3727505.0,C.W. OF IND. STATES ,69700,0.44,4062.1269785017057,0
Germany,GER,2016,42,17,10,15,Brazil,Summer,3469853463946.0,82348669.0,WESTERN EUROPE                     ,357021,0.67,42136.120790804765,0
United Kingdom,GBR,2016,67,27,23,17,Brazil,Summer,2699659680997.0,65611593.0,WESTERN EUROPE                     ,244820,5.08,41146.07735552161,0
Greece,GRE,2016,6,3,1,2,Brazil,Summer,193148146587.0,10775971.0,WESTERN EUROPE                     ,131940,10.37,17923.966813477877,0
Grenada,GRN,2016,1,0,1,0,Brazil,Summer,1061640741.0,119966.0,LATIN AMER. & CARIB    ,344,35.17,8849.513537168865,0
Hungary,HUN,2016,15,8,3,4,Brazil,Summer,128609822750.0,9814023.0,EASTERN EUROPE                     ,93030,0.0,13104.699545741843,0
India,IND,2016,2,0,1,1,Brazil,Summer,2294796889945.0,1338636340.0,ASIA (EX. NEAR EAST)         ,3287590,0.21,1714.2795405845623,0
Indonesia,INA,2016,3,1,2,0,Brazil,Summer,931877364034.0,261850182.0,ASIA (EX. NEAR EAST)         ,1919440,2.85,3558.818851743246,0
Ireland,IRL,2016,2,0,2,0,Brazil,Summer,299091127525.0,4755335.0,WESTERN EUROPE                     ,70280,2.06,62895.911124032275,0
"Iran, Islamic Rep.",IRI,2016,8,3,1,4,Brazil,Summer,457954614595.0,83306231.0,ASIA (EX. NEAR EAST)         ,1648000,0.15,5497.243232562039,0
Israel,ISR,2016,2,0,0,2,Brazil,Summer,322102790387.0,8546000.0,NEAR EAST                          ,20770,1.31,37690.47395120524,0
Italy,ITA,2016,28,8,12,8,Brazil,Summer,1877071687634.0,60627498.0,WESTERN EUROPE                     ,301230,2.52,30960.73150889387,0
Cote d'Ivoire,CIV,2016,2,1,0,1,Brazil,Summer,48407761032.0,24213622.0,SUB-SAHARAN AFRICA                 ,322460,0.16,1999.1953715970292,0
Jamaica,JAM,2016,11,6,3,2,Brazil,Summer,14077105503.0,2802695.0,LATIN AMER. & CARIB    ,10991,9.3,5022.703327689956,0
Japan,JPN,2016,41,12,8,21,Brazil,Summer,5003677627544.0,127076000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,39375.47316207624,0
Jordan,JOR,2016,1,1,0,0,Brazil,Summer,39892551127.0,9964656.0,NEAR EAST                          ,92300,0.03,4003.4047464358027,0
Kazakhstan,KAZ,2016,18,3,5,10,Brazil,Summer,137278320084.0,17794055.0,C.W. OF IND. STATES ,2717300,0.0,7714.841843750623,0
Kenya,KEN,2016,13,6,6,1,Brazil,Summer,74815143796.0,47894670.0,SUB-SAHARAN AFRICA                 ,582650,0.09,1562.076610946479,0
Lithuania,LTU,2016,4,0,1,3,Brazil,Summer,43047309306.0,2868231.0,BALTICS                            ,65200,0.14,15008.313244644522,0
Malaysia,MAS,2016,5,0,4,1,Brazil,Summer,301255332137.0,31526418.0,ASIA (EX. NEAR EAST)         ,329750,1.42,9555.647334784433,0
Mexico,MEX,2016,5,0,3,2,Brazil,Summer,1078493059307.0,121519221.0,LATIN AMER. & CARIB    ,1972550,0.47,8875.08206876178,0
Mongolia,MGL,2016,2,0,1,1,Brazil,Summer,11181350649.0,3029555.0,ASIA (EX. NEAR EAST)         ,1564116,0.0,3690.756777480521,0
Morocco,MAR,2016,1,0,0,1,Brazil,Summer,111572946647.0,35107264.0,NORTHERN AFRICA                    ,446550,0.41,3178.058724456568,0
Netherlands,NED,2016,19,8,7,4,Brazil,Summer,784060430240.0,17030314.0,WESTERN EUROPE                     ,41526,1.09,46039.10592840508,0
New Zealand,NZL,2016,18,4,9,5,Brazil,Summer,188838342528.0,4714100.0,OCEANIA                            ,268680,5.63,40058.19616215184,0
Niger,NIG,2016,1,0,1,0,Brazil,Summer,10398861981.0,20921743.0,SUB-SAHARAN AFRICA                 ,1267000,0.0,497.03612079548054,0
Nigeria,NGR,2016,1,0,0,1,Brazil,Summer,404649048648.0,188666931.0,SUB-SAHARAN AFRICA                 ,923768,0.09,2144.7799383984257,0
